"par 1","par 2","par 3","par 4","par 5","par 6","par 7","par 8","par 9","par 10","par 11","par 12","par 13","par 14","par 15","par 16","par 17","par 18","par 19","par 20","par 21","par 22","par 23","par 24","par 25","par 26","par 27","par 28","par 29","par 30","par 31","par 32","par 33","par 34","par 35","par 36","par 37","par 38","par 39","par 40","par 41","par 42","par 43","par 44","par 45","par 46","par 47","par 48","par 49","par 50","par 51","par 52","par 53","par 54","par 55","par 56","par 57","par 58","par 59","par 60","par 61","par 62","par 63","par 64","par 65","par 66","par 67","par 68","par 69","par 70"
0.0046459619145644,0.00209243311497037,0.00627154709259499,0.000606676731157991,8.6076606480038,18.0241147208183,0.0218634887788406,0.029536432550871,0.0244110158524394,0.0230800278894942,0.0212061109451693,0.0199874894931102,0.0243190251747518,0.0251290923747175,0.0236096732870166,0.0327988751658927,0.0288966115568376,0.0365250529404299,0.0347593738263213,0.034253368111684,0.0206189251169661,0.0181231436351915,0.0182374242177029,0.0257289503531802,0.0304669198360431,0.0188979788869895,0.0156078922317353,0.0161705720760121,0.0155244687859344,0.0161030259869287,0.0108759752905751,0.00606499435250011,0.00659828413204467,0.00563765739032705,0.00454805500695569,0.00257898580672351,0.00278621625869915,0.00339372999168058,0.00429101241301233,0.00589188009980838,0.0135296937081771,0.048737364208776,0.048566115924285,0.0273065183965507,0.0284471983429769,0.0551818521101086,0.101908215644763,0.109982632479479,0.0955780017764146,0.0796379317635853,0.0801200625220387,0.0758346442444935,0.0796605631819336,0.085634072738942,0.0941694296503149,0.111354063567481,0.102479860360172,0.101146302818498,0.100322536434987,0.105454571271587,0.0614404726858706,0.0397412851931683,0.0603859949260614,0.0964147809332095,0.119251634745461,0.0800724866251441,0.062894165334863,0.071435541223606,0.0896312475306459,0.107906829885673
0.0123607851488753,0.0019672978364109,0.00236534372017467,0.000167355877137074,10.7734449074072,17.9825325336679,0.0219490381721154,0.0298987460046987,0.024574084325385,0.0230814602425117,0.0214340877066678,0.0195767789072471,0.0240325069496017,0.0246471914234635,0.0231258377541426,0.0321885613092326,0.0287421285612777,0.0357977257957695,0.0349174991917235,0.0333822077498488,0.020735455026016,0.0175813488290919,0.0177964309564936,0.0254549353253236,0.0299197820092287,0.0189542742545998,0.0158312928892244,0.0163004418086758,0.0154288049865282,0.0162150015868305,0.0108105989566406,0.00600525938889862,0.00648282869486266,0.00533771384333771,0.00446128988167204,0.00249714564330665,0.00268751804783311,0.00323845586170086,0.00402999153948114,0.00535567347887657,0.0121093400750759,0.0445440432325183,0.0434906164143251,0.0246368561294548,0.0255576824435321,0.0490406344806276,0.0926182369012714,0.0977505677802418,0.0846000774126782,0.0720240330343676,0.0710245887256403,0.0677385900484892,0.0696805856924969,0.0752306583076069,0.0826592590832465,0.0982378137304755,0.0903823449574403,0.0910253532428487,0.0859108446139458,0.0901565391755231,0.0540001658076635,0.0343639393120294,0.0523124462053143,0.0838944928019073,0.10056133646809,0.0680669236696203,0.0531252009756284,0.0596886367980863,0.0728656255765179,0.0876753332346762
0.00710503560825545,0.00176795300344325,0.00497467976251798,0.00085912747443735,12.0562237107563,16.519332004421,0.021659717838094,0.0295090655660102,0.0245628352366761,0.0230535604527281,0.0213497639586587,0.0196202593332623,0.0242760649034634,0.0252273613590943,0.0236336916704435,0.0327933126785554,0.0291439477699043,0.0365729528700791,0.0354615439382028,0.0339815806497606,0.0212271814138848,0.0178504777694714,0.0183100890581925,0.0258616001980579,0.0307684275821534,0.0193851682738653,0.0160592019466253,0.0161762874189527,0.0156576920525818,0.0163510739601044,0.010660637243709,0.00597196213575685,0.0065502895073016,0.00526069144898355,0.00423918593438309,0.00238342017442992,0.00250097688721114,0.00294992052515626,0.0036147891726668,0.00471026735031627,0.0105307609952602,0.0376430959428691,0.0371954611445598,0.021085175153938,0.0214967705762767,0.0414359414005271,0.0751176014368422,0.0807356734294693,0.0699681901714895,0.0582491065555766,0.059042182514374,0.0552926546612286,0.0568640400522492,0.0607582239633782,0.0661128670166075,0.0780262673832013,0.0729266189673286,0.072932263835423,0.0705634117369138,0.0720456570233855,0.0433813380526015,0.0272720942526057,0.0404067452609167,0.0649618726477105,0.0794707145126632,0.0519142664563319,0.0389787880610253,0.0445852294556,0.053496570548328,0.0631968349386907
0.00349410789801022,0.00206764591934234,0.00868113311613307,0.000531071468141512,10.4162395864434,17.9330005363612,0.0217801704735041,0.0293668318369081,0.0240587639238511,0.0230478389449421,0.0212041720777686,0.0196718806192617,0.0242725468638229,0.0251013501087886,0.0234011826268686,0.0326906122281327,0.0289623365751879,0.0361819040588126,0.034543230892669,0.0340297661718884,0.020546396675087,0.0180200557798565,0.0182209852961969,0.0259556279929825,0.0305876713685641,0.0189538660551365,0.0156373333553671,0.0162235821862584,0.0154557740494099,0.0161162449490115,0.0109245386811236,0.0060490930477127,0.00668485199136961,0.00564632532161822,0.00456109275379555,0.00256618687876664,0.0027660464030881,0.00338268284837271,0.00424646872503266,0.00581130057566138,0.0132837835070746,0.0477248381320594,0.048196556849421,0.0267959067213923,0.0280796517873647,0.0541060958741471,0.10108332130605,0.107841503699657,0.0941189511760637,0.078191180709195,0.0782574332983907,0.0740256501169401,0.0780461078127935,0.0840515012458108,0.0917104889675285,0.109036936555262,0.100491696595169,0.0978342761355219,0.0977123548252904,0.10304642273615,0.0600901135492772,0.0387883507860921,0.0588111172991017,0.0938891010751793,0.116219697933561,0.0774697429084903,0.0607409778950446,0.0701558136764107,0.0861034597270041,0.103580000419958
0.0124223494973673,0.00195481344854457,0.0043822076865459,0.000106309012883481,13.105305384446,17.67092374026,0.0219974238182466,0.0300350147449374,0.0245357976204653,0.0230023104795467,0.0214034195366082,0.0196532258023207,0.0239569296626494,0.0247166600662677,0.023144503181038,0.031971770528679,0.028744506935659,0.035957114866084,0.0350260149823493,0.0332762582054944,0.0208071266307518,0.017569396330912,0.0177042760421736,0.0256110105454527,0.0301910517600958,0.0191480420867343,0.0159993755526501,0.0164100811667601,0.015532716870731,0.0164162111300411,0.0109360140096276,0.00607087703296156,0.00659215326126467,0.00542460488064561,0.00449698960704418,0.00253831766304328,0.00269839941306342,0.00326634205990412,0.00405316653318678,0.00540027522418891,0.0121876891428667,0.0447493990914773,0.0437313596706589,0.0245649441447849,0.0254238647766583,0.049179420875129,0.0920433290236826,0.0969287438821634,0.084716268782213,0.0716039025434128,0.0707438305277399,0.0671452842886171,0.0703260195001567,0.0754855801296486,0.0828927312437171,0.0971111432952446,0.0901132221018407,0.0906471994180823,0.0860278721104192,0.0893704922023695,0.0536063469221953,0.0347138568277112,0.0518217511419962,0.0834014843909412,0.0995221878204777,0.067738173613828,0.0522386160652491,0.0586675623834427,0.0716226135078594,0.0870224926616991
0.00933544379719894,0.00177387329500021,0.00513303283255368,0.00096182504500764,12.3452115183008,16.5957257909689,0.0217209724534228,0.029542581369155,0.0247032288795595,0.023063431663919,0.0213053268972755,0.0195542860911592,0.0242430246408015,0.0252238695382237,0.0235735931445129,0.0328750540962861,0.0292011542308795,0.0365555110854912,0.0355634820929574,0.0340868765516656,0.0213523907275808,0.017983595813296,0.018387207943468,0.0258983753919995,0.0308333667835521,0.019497145358795,0.0160008722587728,0.0162760905363138,0.015709754175172,0.0163790285255158,0.0106433018321528,0.00595917752211931,0.00658518757973586,0.00528290096583406,0.00425020846082769,0.00238323562175226,0.00251511383991623,0.00296743885194203,0.00362911761562368,0.00475683133418899,0.0105725610375749,0.0377730088493784,0.0374842062917293,0.0211880306518653,0.0216932932598025,0.0416817148884575,0.0757502705128573,0.0813735569783231,0.0706072647547232,0.0585495073974882,0.0594099865344001,0.0558585801357132,0.0577889549813009,0.0609393218397748,0.0665350695517697,0.0790681059340313,0.0738412243277859,0.0738359244972062,0.0710580234617181,0.0725411647407678,0.0435995945197622,0.0275576479383624,0.0406165664189479,0.0654926944427476,0.0798609092550466,0.0523981439774727,0.0395106489181128,0.0453657241136327,0.0540865300919164,0.0637222537529032
0.00451318433861767,0.00202901772066252,0.00837707753872981,0.000197494214945771,13.1062210202668,18.0467080405447,0.0218173049333537,0.0294844261231281,0.0239565217969685,0.0230761578682365,0.021283824689233,0.0195537318708691,0.024031751862043,0.0250936553860376,0.0232176237924349,0.0326829241148573,0.0285564078231394,0.0359832338723454,0.0344052462565541,0.0338387810514808,0.0204379805493635,0.0177352444800751,0.0180396424902094,0.0256536740253931,0.0304881331924617,0.0187929345480883,0.0157000452543909,0.0162325866095299,0.0155886483839442,0.0162582568730194,0.0109490513437368,0.00605900515948682,0.00673101844105979,0.00562201907650209,0.00453993829222212,0.00256494086962892,0.00274743223965927,0.00333672892140079,0.00420497945836617,0.00570726876470174,0.0129872955259205,0.0468890446047242,0.0468654668025225,0.0263535233872154,0.0272914566023762,0.0526962873261164,0.0980746949672866,0.10490260538233,0.0911676302135823,0.0758822552670085,0.0755880189429841,0.0718428716118761,0.0758605032695486,0.0812986644187595,0.0884860865601601,0.106025399682362,0.0967857690352715,0.0946639006107909,0.0950832026335597,0.0987496132747517,0.0581046333190373,0.0374222878363092,0.0571296549716313,0.089905454238629,0.111257279630112,0.0741831133914752,0.0581881371842651,0.066826358092284,0.0816289229437982,0.098060332711883
0.0124223494973673,0.00195481344854457,0.0043822076865459,0.000106309012883481,13.105305384446,17.67092374026,0.0219974238182466,0.0300350147449374,0.0245357976204653,0.0230023104795467,0.0214034195366082,0.0196532258023207,0.0239569296626494,0.0247166600662677,0.023144503181038,0.031971770528679,0.028744506935659,0.035957114866084,0.0350260149823493,0.0332762582054944,0.0208071266307518,0.017569396330912,0.0177042760421736,0.0256110105454527,0.0301910517600958,0.0191480420867343,0.0159993755526501,0.0164100811667601,0.015532716870731,0.0164162111300411,0.0109360140096276,0.00607087703296156,0.00659215326126467,0.00542460488064561,0.00449698960704418,0.00253831766304328,0.00269839941306342,0.00326634205990412,0.00405316653318678,0.00540027522418891,0.0121876891428667,0.0447493990914773,0.0437313596706589,0.0245649441447849,0.0254238647766583,0.049179420875129,0.0920433290236826,0.0969287438821634,0.084716268782213,0.0716039025434128,0.0707438305277399,0.0671452842886171,0.0703260195001567,0.0754855801296486,0.0828927312437171,0.0971111432952446,0.0901132221018407,0.0906471994180823,0.0860278721104192,0.0893704922023695,0.0536063469221953,0.0347138568277112,0.0518217511419962,0.0834014843909412,0.0995221878204777,0.067738173613828,0.0522386160652491,0.0586675623834427,0.0716226135078594,0.0870224926616991
0.00969607525935832,0.00180347582031845,0.00435404134314418,0.0010212927898829,10.176259625844,16.4067961465708,0.0217051658632706,0.0296058749993609,0.0247235365643621,0.0230053199065641,0.0213435513805825,0.0196411040929934,0.0241825496669114,0.0252843315921553,0.0236595086090924,0.0329235542538352,0.0292263940405025,0.0364985531728766,0.0355701198760236,0.0341247426959016,0.0213757256213693,0.0179546575867259,0.0183185307718301,0.0259378339456586,0.0307745454618928,0.019415518571078,0.0159981216537584,0.0162482029896116,0.0156605558822278,0.0163911416397214,0.0105742038667968,0.00591979808303268,0.00653554085620414,0.0052603693939563,0.00426050328432355,0.0023784937293286,0.00252830422185378,0.0029845528532222,0.00366032675613275,0.00480449438126796,0.0106898090413006,0.0383463155038378,0.038019914149866,0.0214572491850157,0.0220444529976089,0.0423694434354152,0.0771625630091636,0.0831673018368359,0.0720515850554153,0.0599674451443063,0.0605406153384289,0.05675467755027,0.0587494684327583,0.0623340798962229,0.0677163162052516,0.0805086835484868,0.0751256620698063,0.0751792754278705,0.0729752214315735,0.074800918271564,0.044466700078686,0.028098808548212,0.0413901181040377,0.0668908861263715,0.0817563278115677,0.0539297913459896,0.0406630627464022,0.0466903980335885,0.0562371758545333,0.0658150407084775
0.0027797868056453,0.00204401876055661,0.0084327763075172,0.000271106646612373,12.6957535018944,18.3160550149794,0.0218963845613931,0.0295276637219567,0.0240360584075643,0.0230534366007384,0.0213268768547557,0.0195546646033618,0.0239897357443426,0.0251960413981411,0.0232829520637708,0.0326291302330985,0.0286799210775803,0.0359713993987305,0.0344888796112943,0.0341069981873753,0.020501366024421,0.0177844500123766,0.0182248478512033,0.0257251860778768,0.0303898140919538,0.0187818706794867,0.0156997510181331,0.0162256029283367,0.0155838512331845,0.0162490250064613,0.0108627312674583,0.00604460942848973,0.00671621105070693,0.00563534557048227,0.00456045053927021,0.00255783251938001,0.0027542516814251,0.00335057229768299,0.00423696735774944,0.00573252241822734,0.0130812494420898,0.047569112498813,0.0475757472475039,0.0265471831132229,0.0276144010294719,0.0531964401221912,0.0990692359432503,0.105744133205379,0.0929326661272127,0.0767555091963996,0.0763941166047601,0.0724971873571968,0.0770884243271991,0.0825704653105666,0.0893874847740484,0.107354281771454,0.0981527153620159,0.0965577510967496,0.0962361618060841,0.100122313070215,0.059203232053077,0.0377716305306007,0.0580851070763169,0.0913480810060795,0.112837329102087,0.0754957308825086,0.0594390969637793,0.0681216374687816,0.0834372657996317,0.0996578144991601
